author_id,author_name,cited_by
2057,Stacy M. Philpott,6347
2058,Jovan Kuzmicic,704
2059,XU SHANG,374
2060,Oyuna TSYDENOVA,899
2061,Alice Patania,79
2062,"Dr. Othman Subhi  Alshamrani, PhD",118
2063,Sung Seek Moon,527
2064,Ahmad Rithauddin Mohamed,155
2065,Angelo Canciello,8
2066,Nikolaos Dietis,326
2067,Pavlína Janošová,806
2068,Nguyen Van Hieu,3767
2069,Sung Ho Lee,310
2070,Juan Damián Gandía Barber,10
2071,Aylin Ozsancak Ugurlu,508
2072,Katherine E. Whitaker,8505
2073,Sailik Sengupta,93
2074,Kyung Hee Kim,48774
2075,H Steven Wiley,13771
2076,Prashant M. bhatt,2483
2077,Justin Reber,46
2078,J Ignacio Garabal,985
2079,Carlos Ramirez-Perez,64
2080,Dipak Sinha,827
2081,Margherita Norelli,322
2082,Janine M. LaSalle,7196
2083,Jinquan Wang,4334
2084,Rolando JJ Ramirez,696
2085,Malgorzata Debowska,267
2086,Jerrold Olefsky,83223
2087,saheli chowdhury,8
2088,Nicholas M Farandos,209
2089,Stefan Bossmann,8212
2090,Michael Yarbrough,37
2091,Muhammad Zeeshan Majeed,94
2092,Heming Sun,168
2093,Saeed Shaikhzadeh Najar,911
2094,Anthony S. Zannas,1246
2095,José Zamorano-Abramson,136
2096,Nicoletta Biglia,7148
2097,Krishna Subramanian,1106
2098,Jingxiang Lv,467
2099,Sally Burford,338
2100,Justin Bollinger,101
2101,Philipp Kanske,2927
2102,Scott Crooker,8872
2103,Cid Adinam Nogueira Santos,55
2104,Barbara Krumay,214
2105,Jin Ha Lee,1316
2106,Andre Carlos Ponce de Leon Ferreira de Carvalho,10568
2107,Dhanya Sridhar,148
2108,Walid Abdelmagid,52
2109,Vytautas Valatka,82
2110,Fabrice Desmarais,138
2111,Joan G. Marcano-Velázquez,297
2112,Ben Crow,2084
2113,Yuri Mejía,69
2114,Joshua G. Maples,32
2115,Dawid Kielak,107
2116,William A Arnold,8560
2117,Iurii Antoniuk,46
2118,Marieke Roemeling-van Rhijn,560
2119,Nicolae Cleju,176
2120,Katherine Albertson,107
2121,Jens Schwamborn,2885
2122,lili hu,10053
2123,Zhihao Ling,193
2124,Andreas Schuster MD PhD MBA FESC FACC,2935
2125,Yanink Caro Vega,226
2126,Jose Sena-Cruz,2449
2127,Daniela Aguiar Penha Brito,106
2128,Sorin Domnisoru,78
2129,Elisabeth Vollmann,1029
2130,Motoyasu Tanaka,693
2131,Ana Galhardo,641
2132,Maria Cristina Gambi,8503
2133,Jorgen Weibull,13357
2134,Stefano Volinia,58773
2135,Ong Bi Lynn,183
2136,Maycon Sousa Pegorari,265
2137,Kin K. Leung,12696
2138,Gerald J. Atkins,7503
2139,Julie Dubois-Chevalier,182
2140,Nam-Jong Paik,4522
2141,Sérgio Vidal Garcia Oliveira,370
2142,Jason Silver,448
2143,Weifeng Shen,456
2144,Elkin Fernando Rodas Mendoza,2
2145,Mona Arabzadeh,123
2146,Bhupal Govinda Shrestha,380
2147,Fu-Ching Lee,2
2148,Yosibash Zohar,3229
2149,seyed abolhassan shahzadeh fazeli,697
2150,antonio crisafulli,2182
2151,Hamideh Maleksaeidi,145
2152,Shevelev Oleg,32
2153,Yidong Liu,233
2154,Jeffrey Michael Neilson,1542
2155,Tianyi Huang,661
2156,Maria Jesus Monteagudo Sanchez,118
2157,Min-Sik Park,8152
2158,Francesco Sunseri,1082
2159,Timothy Brush,435
2160,Danny Lange,7542
2161,Sebastian De Luca,1
2162,Torben Stichel,651
2163,Laurie D Edwards,1692
2164,Muhammad Akmal,719
2165,DA-SOM KIM,30
2166,Matthew Rowles,829
2167,Jonathan García-Román,129
2168,Murray Elder,483
2169,Susan Darroudi,108
2170,Fernando Rivas,299
2171,Stephen Bolus,45
2172,Courtney Weikle-Mills,69
2173,Ben Cooper,8634
2174,Martin Hierold,156
2175,Robert J.N. Baldock,44
2176,Jacob Chakareski,2840
2177,Babak Djahed,87
2178,Michael Gleißner,98
2179,Vinicius F Farjalla,2424
2180,Daniel Steel,1234
2181,"Ricardo Londono, MD/PhD",1554
2182,Yao-Tseng Chen,26320
2183,Ashok Sedhain,787
2184,Benjamin John Newton,144
2185,Debora Diniz,335
2186,Vengadeshprabhu Karuppagounder,650
2187,ABIMBOLA PETER OLUYORI,77
2188,Theofanis Karaletsos,231
2189,Kuang-Hua Chou,46
2190,Simon Winlow,3595
2191,Ally Williams,16673
2192,Van Tran Khanh,36
2193,John Paolo Rivera,99
2194,Masoud Jamei,4195
2195,John Manning,8007
2196,Elena Terlevich,5589
2197,Liang Jia,212
2198,María Ximena Rojas Reyes,2445
2199,Gabor Horvath,793
2200,Sachin Baravkar,37
2201,Davolio Silvio,1538
2202,Luna Goswami,251
2203,Mikko Dufva,240
2204,Syed Arshad Hussain,2419
2205,serdar burmaoglu,113
2206,Cornie Scheffer,1538
2207,maria loreto correa venegas,212
2208,Miguel Pina e Cunha,13064
2209,Shafqat Ur Rehman,123
2210,Rocio Teresa Martinez Nunez,886
2211,John Gribben,35629
2212,Luis Rodriguez Dominguez,1550
2213,Anastasios Kyritsis,697
2214,Morgan Clennin,139
2215,Thiri W. Lin,431
2216,Hwa-Young Kim,3083
2217,Jan-Wilm Lackmann,490
2218,Chua Lee Suan,1702
2219,Andrew Carr,34503
2220,Bill Wall,9
2221,Geiser Gabriel de Oliveira,389
2222,Weibo Xiong,65
2223,"Popular Gentle, PhD",432
2224,Pawel Blazej,127
2225,Mark J. Benson,2121
2226,Diego Guedes-Sobrinho,92
2227,Anatoliy Vorobyev,5513
2228,Mahmud Fotuhi-Firuzabad,10931
2229,Raihana Ferdous,84
2230,Rey Reza Wiyatno,3
2231,Philipp Hermann,57
2232,Xueyan Shan,685
2233,Ilona Merikanto,862
2234,Raghuram Rao Akkinepally,1869
2235,Maria del Mar Fuentes-Fuentes,2610
2236,Francis Luscinskas,19687
2237,Mark V Ivanov,317
2238,Wolfgang Seibel,4121
2239,"Dr. Ronald  E Warner, CPsych",148
2240,Bennet McComish,324
2241,Ulrike Kister,238
2242,Matthew J. Budoff MD,85613
2243,Kathleen Zhang,44924
2244,Sooyeon Song,108
2245,Ashwin Srinivasan,12992
2246,Pritam Kumar Panda,189
2247,Babis Theodoulidis,2517
2248,heesun kim,35
2249,Kenan Kalaycı,142
2250,Justin Beilby ,4783
2251,Antonina Ivanova Boncheva,454
2252,Eliud Akama,68
2253,Zhijian Huang,1511
2254,Mekonen Teferi,317
2255,Jang-Gyeong Kim,63
2256,Guopei Huang,221
2257,Sean Golden,326
2258,Methodius Tuuli,3586
2259,Tinsae Alemayehu,9
2260,Ismael Rodriguez-Lara,367
2261,Gina Paola Rodriguez,446
2262,Nimesh Salike,151
2263,Andrea Fiaschetti,135
2264,Matthias F Geiger,699
2265,Sergey L. Voznesenskiy (Вознесенский Сергей Леонидович),16
2266,Laurel Elizabeth Elder,460
2267,Charles Wykoff MD PhD,11462
2268,Phuwanat Sakornsakolpat,50
2269,Greg MacKinnon,1073
2270,Jake Bailey,842
2271,Supriya Aggarwal,358
2272,Mark Rider,8283
2273,Catherine Wallace,1622
2274,Nathalia Mantovani Pena,30
2275,Seyed Mohammad Moshtaghioun,191
2276,"Michael Brunner, MD",1312
2277,Chitraang Murdia,7
2278,Jiahao Kang,3312
2279,Hue Olivier,3916
2280,Alvaro Antón,109
2281,Yosuke Oyama,12
2282,Duygu Ova Ozcan,18
2283,Amanda J. Quisenberry,472
2284,Nagui Hassan Fares,280
2285,Sergio Bermudo,483
2286,Senthil Subramanian,2545
2287,Walter (Wojciech M) Kozlowski,794
2288,Jiayu Liu,122
2289,NICOLAS BOUVET,427
2290,Susana Jarmelo,446
2291,Ana Hine Gomez,52
2292,Alexandre Keiji Tashima,689
2293,shravan kumar komaragiri,151
2294,Mehdi Nasiri Sarvi,115
2295,Jerome Mertz,9577
2296,Mária Höhn,408
2297,Ercan Özdemir,330
2298,Aaron Potito,298
2299,Xiaoguang Liu,987
2300,Jia-liang Kuang (邝嘉良),732
2301,Shidong Li,1478
2302,Diana Rogers-Adkinson,861
2303,Wim Jennes,930
2304,Wei-Ren Liu,4023
2305,Tridib Ray,83
2306,Joshua A Homer,50
2307,Ahmed El-Hussein,267
2308,Mohammadhussein Rafieisakhaei,231
2309,Alessandro Agnetis,2684
2310,Fernanda de Assis Araújo,255
2311,Alejandro Troccoli,765
2312,Nguyễn Thị Phương Dung,97
2313,Karem Alzoubi,4539
2314,Peter Fettes,135
2315,Erik Wagenaars,726
2316,Alex Bahar-Fuchs,1509
2317,Linda R. Watson,5418
2318,Fathiya Khamis,559
2319,Mette Rasmussen,156
2320,Georg Krainer,363
2321,Benjamin D. Datko,26
2322,Jaebum Cho,38
2323,Yunzhe Liu,139
2324,Guo-Chang Fan,6232
2325,Ramesh Ganju,6287
2326,Mette Apollo Rasmussen,1
2327,FRANCISCO JOSÉ PÉREZ TORRADO,3146
2328,Anne Schuth,649
2329,Panida Unagul,241
2330,Luciano Serafini,8285
2331,Daisuke Akai,484
2332,Andrey Bicalho Santos,65
2333,Michael C. Hewitt,2085
2334,Michael G. Dwyer,6039
2335,Carsten Thiele,4
2336,Sofia von Humboldt,260
2337,Kailash Patil,377
2338,Erin Pearse,667
2339,Irene Agurto,790
2340,"Rebecca S. Martinez, Ph.D.",1579
2341,Qiming Chen,906
2342,Daniel Meyer,3685
2343,Taihei Itoh,366
2344,David G. Behm,16012
2345,Sara Ahmed,62828
2346,Bernard Marius 't Hart,567
2347,Claudio Narduzzi,1400
2348,Michael D. Cohen,76867
2349,Jürgen Adam,1074
2350,Tawfeeq Shawly,12
2351,Edoardo Dallanave,190
2352,Ilknur Icke,143
2353,Eduardo Zarza Moya,165
2354,Wenxu Zhao,29
2355,Xuebin Yu,7548
2356,Daniel Frey,4183
2357,Wen Xin Chen ,9270
2358,Saleem Ullah,334
2359,ABDI KARIM MOHAMED HASAN,333
2360,ADITYA GOKHALE,15
2361,Sang-Chae Jeon,163
2362,Adrian Ban,864
2363,Ehsan Reyhanian,1
2364,Leandro S. Almeida,15860
2365,Gane Ka-Shu Wong,26357
2366,Maria Laura Bacci,3222
2367,Serena Bellani,222
2368,Giana da Silveira Lima,668
2369,Maltezos Evangelos,52
2370,Christopher Celio,815
2371,Hervé Alexandre,3843
2372,Chu-Fang Lo,11458
2373,Rembrandt Duits,74
2374,Hatem Salem,7008
2375,Liza Holeski,743
2376,Francesco Palumbo,578
2377,Elaine D. Por,361
2378,Corina Rueegg,868
2379,Iván Barreda-Tarrazona,230
2380,Daniel Lauster,173
2381,Francisco Doblas-Reyes,12873
2382,"Tsontcho [Sean] Ianchulev, MD MPH",5239
2383,Prashant Mohan-Anupama Pawar,241
2384,James E Vince,4964
2385,Niza Binti Mohd Idris,315
2386,Pekka Koskinen,3739
2387,Yubin Xian,1310
2388,Andrew P McMahon,92502
2389,Zhi Yu Yang,6641
2390,Sandy Geschwind,388
2391,Michele Biagioli,258
2392,Jie Zhang,4856
2393,Giovanna Zanotti,176
2394,Chencheng Xie,110
2395,EL-YAHYAOUI Ahmed,24
2396,robab mohammadi,213
2397,Alexander Golovin,2004
2398,Anqi Xu,451
2399,Krzysztof Dobosz,141
2400,Jean Rousset,498
2401,Claudia Munoz-Zanzi,1446
2402,Humberto Rocha,7707
2403,Bart van Berckel,8037
2404,Cosmin G. Petra,517
2405,Joseph S Renny,433
2406,Carl J Hodgetts,447
2407,ANA BELEN MUÑOZ RUIZ,21985
2408,Alvy Ray Smith,4704
2409,Bruno Mario Cesana,12767
2410,Kendall Houk,34212
2411,Peter Vervoort,6
2412,James N. Ihle,62140
2413,John Kammeyer-Mueller,6196
2414,Annamaria Conti,506
2415,Marek Mierzejewski,1622
2416,Frans Leermakers,7857
2417,"Laibaik Park, PhD",2833
2418,Dick Ettema,5675
2419,Masanobu Abe,1078
2420,Oliver Pybus,30173
2421,Georgios Askalidis,79
2422,Thomas Kilpatrick,92
2423,Justin Tobias,2353
2424,Yongfu Tang,361
2425,Stephen Monday Suru,348
2426,Rita Del Giudice,206
2427,Imam Riadi,576
2428,Ying Liu,2425
2429,Federico ETRO,2684
2430,Umakant Mishra,2063
2431,Stefan Lohmander,48216
2432,macarena bustamante,329
2433,Ellen Marianne Bernal Cavalheiro,7
2434,Mark Segal,24429
2435,Dr. Atta Ullah Khan,580
2436,Anil Shivdasani,11910
2437,Luz Stella Lopez Silva,3209
2438,Nicole Berndt,316
2439,Epp Annus,204
2440,Nityanand Bolshette,159
2441,paolo ruscelli,38
2442,Jacquelynne Sue Eccles,120048
2443,JOSEF Komenda,4738
2444,Konstantin D. Aleksandrov,30
2445,Alvin T. Yeh,4234
2446,TRAN THAO QUYNH NGAN,60
2447,Dmitry Svintsitskiy,425
2448,Meng Joo Er,9659
2449,Dr Gandavaram Syam Prasad,125
2450,Luciana Gavilan Dias Folchetti,157
2451,Kaveh Farokhi Sadabadi,544
2452,G. Douglas Haffner,5261
2453,Bernhard Michalowsky,500
2454,Michael Wigler,66885
2455,Jinho Park,2277
2456,Sunil Kumar Ramamoorthy,322
2457,Willemijn Schäfer,1145
2458,Mohammad Mahfuzur Rahman,1327
2459,Leon Balents,29561
2460,Husam A Alissa,216
2461,John Dooley,674
2462,Mariana A. Moreira,260
2463,Giselle C. Yeo,472
2464,Fátima Cabral Bruno,93
2465,Lori E Greene,11812
2466,Наталья Панова / Natalia Panova,10
2467,Zhiyu Xi,385
2468,Ratan Srivastava,480
2469,Bernhard Otto Boehm,70083
2470,Mohammed Abdelsamea,247
2471,Lawrence Frank,29459
2472,Akhand Akhtar Hossain,1551
2473,Liqun Wang,1084
2474,Elia Turner,3
2475,Lili Yu,3694
2476,Xerxes D. Arsiwalla,446
2477,Guy Boucher,2255
2478,Thomas Hess,9248
2479,Aleksandar Radojković,214
2480,Young Ae Kim,14
2481,Dr. Yingbin Zhang（张迎宾）,863
2482,Jin Mo Chung,22598
2483,Rebekah Keenan Mount,4
2484,Đức Thịnh Võ,24
2485,John Robert Parsons,3660
2486,cemilcan eylem,3
2487,Yong Suk Lee,128
2488,Kevin Correia,37
2489,Mitsuru Ebihara,6533
2490,Michal Slawomir Barski,3
2491,kaveh pazand,390
2492,Ehsan Dehghan Niri,548
2493,Elise B. Fox,838
2494,Dr Jack Cohen DPM,78303
2495,Marco Cattaneo,62166
2496,Saurabh Kamal,293
2497,Daniel Fortin,6819
2498,Ruturaj 'Raja' Soman,153
2499,Jason D. Graci,1080
2500,Abdul-Aziz R. Al-Hashmi,612
2501,Takeshi Kano,430
2502,Douglas Domingues Bueno,103
2503,Ankur Chandra,97
2504,Panagiota G. Theodoridou,7
2505,chuan tian,450
2506,Satyaban Bishoyi Ratna,258
2507,"Chuan Tian, Ph.D.",220
2508,Johannes Breuer,1031
2509,Allison McCulloch,252
2510,Dawood Al-Riyami,206
2511,Jiyoung Lee,19688
2512,Laura Garrido,7
2513,Michael W. Palmer,11050
2514,Hu TANG,235
2515,Gregory S. Hutchings,1977
2516,Bryan Mark,4031
2517,Warren Grayson,5363
2518,Jeong Woo Han,1749
2519,Franz Sinabell,965
2520,Jonathan Holdship,140
2521,Maryam Ashkan,50
2522,Alec Nicholas Richard Barnett,235
2523,"Hima Bindu Ruttala, Ph.D",620
2524,Stefano Triberti,748
2525,Abdelnasser  Mabrouk,1231
2526,Stephanie K. Jarvis,67
2527,Giacomo Pedretti,107
2528,Stéphane Baize,1292
2529,Yuanyang Song,21
2530,Anna Sergi,979
2531,Arani Nitkunan,1111
2532,Faustino Mollinedo,16572
2533,Anuraag Mohan,335
2534,Aziz Hayat,85
2535,Ian James Hamling,1487
2536,Mohsen Basiri-Kejani,20
2537,Patricia Borba Vilar Guimarães,128
2538,Stefanie Sydlik,858
2539,Rajendra Uprety,651
2540,Jason Krumholz,131
2541,Peter Maunz,6537
2542,Natalia Pervjakova,2961
2543,Cecília Edna Mareze da Costa,252
2544,Joyce Fung,5912
2545,Chenchao Liu,11
2546,Panuwat Taerakul,180
2547,Harlinda Kuspradini,210
2548,David Peetz,3026
2549,Ilhem Messaoudi Powers,4008
2550,Mohammad Aminur Rahman,2951
2551,Jowy Tani,73
2552,Adriana Xiomara Reyes Gamboa,113
2553,Svitlana Chernykh,342
2554,Paishiun Nelson Hsieh,390
2555,"Jeffrey S Hampl, PhD, MMC, RD",2779
2556,Susannah Clement,23
2557,Prashant K Gupta,399
2558,Laura Taylor,4664
2559,Freddy Del Pozo,107
2560,Marco Antonio Casanova,5022
2561,Theodore Castro-Santos,2388
2562,John  Webb,62417
2563,Ana Filipa Ferreira,418
2564,Clyde Mccurdy,10208
2565,Fabiano P Saggioro,1504
2566,Dr. Rajesh Kumar Raju,533
2567,Fernando T. Maestre,17718
2568,Yoshiaki kitaya,2394
2569,Heungjoo Shin,538
2570,Larissa Alves de Sousa Costa,90
2571,ipsita saha,2
2572,Clifford B. Donn,211
2573,Julian Jones,11426
2574,David H Turpin,7026
2575,Mónica Zamora Pasadas,229
2576,Abdul Basit Baba,156
2577,NARENDRA KUMAR SAHOO,188
2578,Dimitris Giraleas,21
2579,Jaqueline Scholz,993
2580,Huojun Cao,530
2581,Rocío Laura Aguirre,5
2582,Phillip Schnarrs,542
2583,Ola Z. Ismail,82
2584,Roger Alex Clapp,1069
2585,John E. Taylor,4229
2586,Chrysoula Vlachou,46
2587,Quanbao Jiang,565
2588,Melissa Jones,1472
2589,Attila Bai,342
2590,Patrick McConvell,2481
2591,Sashi Kunnath,8115
2592,Rebecca L. Sparks-Thissen,184
2593,Simone Diniz,4669
2594,Ahmad Akbari,2427
2595,William (Will) J M Probert,320
2596,Jacqueline M. Vink,9276
2597,Mariateresa Maldini,870
2598,Wankou Yang,1009
2599,Carine de Almeida Vieira,9
2600,Yong-Fei Zheng/郑永飞,29287
2601,Neda Seyedsadjadi,96
2602,Charleata Carter,986
2603,alberto LARGHI,5803
2604,Georgia Sotiropoulou,5487
2605,Sabine Tausz-Posch,723
2606,Daniela De Nitto,303
2607,Felix Goldschmidt,352
2608,Hristo Dimitrov Stankov,20
2609,Nina H. Fefferman,1806
2610,Mikhail Krakhalev,224
2611,Ka-Leung Wong,4061
2612,Marcel OTTE,6263
2613,Tin Leelavimolsilp,2
2614,Nour El-Houda TELLACHE,17
2615,Manju Y Krishnan,265
2616,Ellis Hurd,76
2617,Hai-sheng Zhang,340
2618,Mario Urso,4
2619,Elisabetta Pavan,54
2620,Vera Lucia Pires,193
2621,Sher Singh Samant,2784
2622,CARLOS VLADIMIR LANDAURO SAENZ,314
2623,Mary Ellen Camire,3461
2624,Daniel J. Coady,2878
2625,janice redmond,572
2626,Adriana Franco Paes Leme,3966
2627,Silvia Dominguez,1177
2628,Johnson Thomas,74413
2629,Jeremy Chase Crawford,538
2630,Catherine Walsh,7858
2631,Dr. Hassan Mudathir Abdulsalam,75
2632,Seong-Cheol kim,1267
2633,Susana Agusti,8601
2634,HaeEun Helen Chun,568
2635,Yu-Han Chen,42
2636,Helen Fischer Günther,17
2637,Denis Corpet,4837
2638,Ilia L. Rasskazov,129
2639,Marissa McClure Sweeny,102
2640,Cameron Aubin,5
2641,Sina Ober-Blöbaum,1342
2642,Manuel Antonio López de la Torre,3
2643,Xiaozhong Jin,1065
2644,"Jianing Fu, PhD",565
2645,Angelo Sidoni,5911
2646,Niveditha Kalavakonda,7
2647,neetu kushwaha,57
2648,Raja Babu Singh Kushwah,114
2649,Manash Kumar Manna,99
2650,Gregory A. Voth,40947
2651,Eeva Ruokonen,53
2652,bi-heng liu,1474
2653,amir alaei,21
2654,Jean-Nicolas Audet,601
2655,Rosa Vera Garcia,15716
2656,Yan Qing,27
2657,Nikolai D. Petsev,84
2658,Michael Winter,8701
2659,Andrew J. Morris,18720
2660,Nikolai Genov,589
2661,Manuela Russo,350
2662,Narinder Kaur,3529
2663,Alexander Wright Cappelen,3105
2664,andrea viezzoli,1087
2665,Dr. Marco Lelle,165
2666,H. Joseph Wen,3031
2667,Joseph J. Pignatiello,3813
2668,William Marciano,20
2669,Annette M Hynes,514
2670,Khalid Eltahir KHALID,174
2671,Daisuke Nakauchi,275
2672,Teodoro Montanaro,56
2673,Francesco Nesta,1053
2674,Roland Vogt,49
2675,Junxuan Zhao,51
2676,Robert Beynon,13826
2677,Erik Richman,1465
2678,Eric C Schneider,13837
2679,Jacques Fellay,14109
2680,Ashvin Vishwanath,21741
2681,Fumi Kitagawa,1028
2682,Alison Crowe,1209
2683,Ying Xu,12847
2684,James O'Sullivan,5162
2685,Stefan Breban,295
2686,Mercedes Lasaga,2122
2687,Monika Martick,1415
2688,Dafni Chroni Tzartou,104
2689,Minsheng He,1150
2690,Esteban Sanchez Chavez,15963
2691,Brandon Enright,1278
2692,Cacilda da Silva Souza (Souza CS; Silva Souza C),1150
2693,Lenice Kappes Becker,591
2694,Aladin Virmaux,10
2695,WALTER LUKIW,13827
2696,Rahul Malhotra,5620
2697,Yibo Jiao,65
2698,Norma Pilar Castellanos Abrego,57
2699,Abiliza Elia Kimambo,643
2700,C H RAYMOND OOI,1828
2701,Maria Margarita Santiesteban Labañino,2
2702,Silvia Regina Batistuzzo de Medeiros,2155
2703,Marc Bigras,1750
2704,Eva Velthorst,2763
2705,Dae Yeol Lee,11
2706,Michael Greenstone,15220
2707,Ole Kristian Brandtzaeg,184
2708,sandra calvert,11522
2709,Ruth Keogh,1371
2710,Mark Buchheim,1967
2711,LU CuiYing 吕翠英,130
2712,Rafael Rotger,1355
2713,Rae-Anne Hardie,598
2714,Martha Koot,111
2715,"Aizebeokhai, Ahzegbobor Philips",422
2716,Igor Soloviev,1013
2717,"Suriyagoda, Lalith",662
2718,David G. Stork,74229
2719,Matthias Preindl,1744
2720,Ricardo Garcia,14921
2721,Mareike Lehmann,562
2722,Kovacic Filip,456
2723,Berk Calli,462
2724,Hossein Abouee Mehrizi,136
2725,Chaitanya Raorane,27
2726,Thomas J. Balonek,3870
2727,Hauke Busch,1714
2728,Dr. Nils Anthes,1480
2729,Kaiqin Q Lao,16226
2730,Helen Altman Klein,2009
2731,Md Rabiul Hasan,521
2732,Piotr Graczyk,316
2733,James Aparicio,337
2734,Lorenzo Giacani,1049
2735,Linus F. Reichenbach,72
2736,Pietro Consoli,51
2737,Emma L. Brown,387
2738,Eric Vermote,32488
2739,Philip Oreopoulos,10790
2740,Emma Brown,6
2741,JOHANA MILENA GÓMEZ RODRÍGUEZ,66
2742,Ertuğrul Murat Özgür,683
2743,hani e. elsayed-ali,4558
2744,Seyed Amin Rahimzadeh,102
2745,Shi J Liu,44262
2746,juan de dios luna del castillo,11882
2747,Felipe Pedrosa,162
2748,Rick Bonney,8681
2749,Brian Pollack,87410
2750,Lu-Chen Weng,1241
2751,Anthony Majanlahti,22
2752,Richard T Cober,1478
2753,Laura Pentericci,9441
2754,"Ji Yeon Kim, MD.,PhD.",84684
2755,Pierre Matricon,49
2756,"David E. Meyer, Ph. D.",31244
2757,Edward P Manning,310
2758,Laura (Paola) Vizcaino-Suarez,15
2759,François Plesse,12
2760,Asif A. Ghazanfar,9337
2761,Marcos Antonio Pérez Delgado,194800
2762,Hans JH Tuenter,540
2763,Dmitriy A. Golosov,180
2764,shafqat saeed,2626
2765,Caroline De Tender,195
2766,Lloyd Johnston,48399
2767,Andreas Lauber,32
2768,Pieter C Dorrestein,18244
2769,Xueling Sim,14540
2770,Jacek Topczewski,3971
2771,Li Hung Chen,178
2772,Yong Pyo Lim,7556
2773,Chumki Dalal,153
2774,Chetan S. Jarali,113
2775,Semuel Y. R. Rompis,31
2776,Francoise Vilaine,1615
2777,Forhad Akhtar Zaman,189
2778,waraphan toniti,61
2779,Prem Prakash Pandey,14
2780,Jessica A. Bernard,2348
2781,Qian Sun,3243
2782,Sten Sarman,1624
2783,Pierre-Yves HENRY,2002
2784,Hosung Kang,388
2785,Young-Bum Kim,21080
2786,Vinohar Stephen Rapheal,61
2787,Thomas JR Hughes,106382
2788,Hache Emmanuel,204
2789,Namrata Dudha,52
2790,Goh Chuan Meng,16
2791,Sung-il Kim,1731
2792,Panagiotis Kontaxis,95
2793,Fredrik O. Andersson,315
2794,Lorenz Meinel,11841
2795,Frances Flinter,7789
2796,Nanhai He,2627
2797,Rory Sleno,314
2798,Jianfeng Zhang,85183
2799,Catherine Stinson,101
2800,Juan Jose Cabello Eras,717
2801,Elena Sheka,2965
2802,Nugzar Zazanashvili,289
2803,Ajay Nahata,5849
2804,Martí Duocastella,1891
2805,Daniela Valenzuela,370
2806,Camila Renata Corrêa,1329
2807,YONG ZHANG,452
2808,Alina Bruma,434
2809,Tara Brinkman,1067
2810,Jeffrey J. Love,1649
2811,HADDAD Boumediene,135
2812,Edgar Garcia Manzanilla,2043
2813,Hamid Taher Neshat Doost,2442
2814,Elena Makarova,389
2815,Karina Paula Battes,75
2816,Elaine Henry,1958
2817,Toshiaki Hattori（服部利明）,2437
2818,Roger Sylvester-Bradley,7400
2819,Michael J. Baum,11578
2820,Joan-Ramon Borrell,429
2821,Yuzhu Hou,322
2822,Carlotta Costa,2684
2823,Masaru Ichihashi,173
2824,Nick Lee,6538
2825,Nazlee Zebardast,488
2826,Holger Rücker,4363
2827,Laura Baltierra-Jasso,37
2828,Rizlan Bernier-Latmani,2871
2829,Roger Hewson,4840
2830,Linda Kaufman,7777
2831,Peter H. Barry,758
2832,Luis Pedro Melo de Almeida,718
2833,Hiral Patel,45
2834,Nguyen Ngoc Chan,263
2835,Sukran Yilmaz,328
2836,Sonja Lyubomirsky,40012
2837,Boris G. Vainer,496
2838,sharareh dehghani,87
2839,Susannah Levi,748
2840,Arun Risbud,3570
2841,Gerardo Adolfo Salazar Chávez,3867
2842,Li-fang Zhang,8198
2843,Elsa Quintana,3926
2844,Thomas Albert,6274
2845,H. Tutkun Sen,152
2846,Mathieu A. P. David,14
2847,Ashish K. Kasar,18
2848,Ghassan Hamarneh,5678
2849,José Luís Vieira de Almeida,332
2850,Enrique Berjano,1924
2851,Kristen G. Anderson,3967
2852,Sophia T. Anong,472
2853,Mohammad Mehdi Rashidi,12366
2854,Florian Lauster,4
2855,José Enrique Barquera-Lozada,275
2856,Omar Alfandi,423
2857,Sung Jin Hwang,1231
2858,Katerina Pappa,14
2859,João R T  de Mello Neto,24527
2860,Aram Yoon,628
2861,İsa Cavidoğlu,692
2862,pierre-marie girard,13908
2863,Fabrice Prieur,209
2864,Todd Kravet,988
2865,"Xiping Zhan, Assistant Professor of Physiology and Biophysics",146
2866,Bryan Tay,14
2867,Robert A. Rapaport,1658
2868,Kameswari Chebrolu,2285
2869,Moe Matsuoka,95
2870,Nickolaus Galloway,15
2871,Mehrdad Hamidi,4039
2872,Christine M. Beckman,6612
2873,Alexandra M Gottlieb,708
2874,Dhamodaran Manikandan,21
2875,felix cruz,1992
2876,GIULIO Prof. LUPIDI,3604
2877,Janja Zajc,418
2878,Benjamin G Van Allen,305
2879,Mina Mohammadzadeh,30
2880,Daniel Prieto Castillo,2593
2881,Salim Bouamama,80
2882,Wojciech Piotrowicz,924
2883,antonia pascarella,172
2884,Giuseppe sala,1633
2885,David Geltner,6016
2886,Flavia Maia da Silva,1312
2887,Peter Fast,219
2888,Jonathan Ospina-Betancurt,24
2889,Giulia Menichetti,421
2890,Mara Gilardi,389
2891,John O. Miners,18727
2892,Dr. M Jahurul Islam,323
2893,LEONEL ENRIQUE QUISPE AQUINO,2882
2894,Carlos Guillermo Bartoli,3656
2895,Jagadeesh Mavinahalli,340
2896,František Chmelík,373
2897,Chang-Jin 'CJ' Kim,18472
2898,JIWEN LI,204
2899,Shashi Kumar,23579
2900,Britta S von Ungern-Sternberg,4613
2901,Beatriz Navarro Domínguez,48
2902,Dr. Amit Jain,5561
2903,Alenka Hodžić,67
